,block,pattern,controller
6502,cluster,MemoryBist_P1,cluster_mex_u0_rsp_handle_u0_coprocess_rsp_handle_u0_ppu_coprocess_rsp_fwft_fifo_128x78_wrapper_u0_ppu_coprocess_rsp_fifo_128x78_wrapper_ppu_coprocess_rsp_ram_1r1w_128x78_wrapper_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST12_NON_REPAIR_BitSlice_80_controller_inst
6503,cluster,MemoryBist_P1,cluster_mex_u0_rsp_handle_u0_ese_rsp_handle_u0_ppu_ese_rsp_afifo_64x272_wrapper_u0_ppu_ese_rsp_ram_1r1w_64x272_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST13_NON_REPAIR_BitSlice_138_controller_inst
6504,cluster,MemoryBist_P1,cluster_mex_u0_rsp_handle_u0_ese_rsp_handle_u0_ppu_ese_rsp_ram_1w1r_128x272_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST14_NON_REPAIR_BitSlice_138_controller_inst
6505,cluster,MemoryBist_P1,cluster_mex_u0_rsp_handle_u0_srh0_rsp_handle_u0_ppu_srh0_rsp_afifo_64x143_wrapper_u0_ppu_srh0_rsp_ram_1r1w_64x143_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST15_NON_REPAIR_BitSlice_144_controller_inst
6506,cluster,MemoryBist_P1,cluster_mex_u0_rsp_handle_u0_srh0_rsp_handle_u0_ppu_srh0_rsp_ram_1w1r_128x143_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST16_NON_REPAIR_BitSlice_144_controller_inst
6507,cluster,MemoryBist_P1,cluster_mex_u0_rsp_handle_u0_srh1_rsp_handle_u0_ppu_srh1_rsp_afifo_64x144_wrapper_u0_ppu_srh1_rsp_ram_1r1w_64x144_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST17_NON_REPAIR_BitSlice_146_controller_inst
6508,cluster,MemoryBist_P1,cluster_mex_u0_rsp_handle_u0_srh1_rsp_handle_u0_ppu_srh1_rsp_ram_1w1r_128x145_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST18_REPAIR_BISR_controller_inst
6509,cluster,MemoryBist_P1,instrmem_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST19_REPAIR_BISR_controller_inst
6510,cluster,MemoryBist_P1,instrmem_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST20_REPAIR_BISR_controller_inst
6511,cluster,MemoryBist_P1,instrmem_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST21_REPAIR_BISR_controller_inst
6512,cluster,MemoryBist_P1,instrmem_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST22_REPAIR_BISR_controller_inst
6513,cluster,MemoryBist_P1,me_group_u0_me_u0_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST23_NON_REPAIR_BitSlice_122_controller_inst
6514,cluster,MemoryBist_P1,me_group_u0_me_u0_me_mc_u0_me_context_u0_me_key_ram_u0_ppu_me_key_ram_1r1w_129x161_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST24_NON_REPAIR_BitSlice_82_controller_inst
6515,cluster,MemoryBist_P1,me_group_u0_me_u0_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST25_NON_REPAIR_BitSlice_128_controller_inst
6516,cluster,MemoryBist_P1,me_group_u0_me_u0_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST26_REPAIR_BISR_controller_inst
6517,cluster,MemoryBist_P1,me_group_u0_me_u0_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST27_NON_REPAIR_BitSlice_64_controller_inst
6518,cluster,MemoryBist_P1,me_group_u0_me_u1_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST28_NON_REPAIR_BitSlice_122_controller_inst
6519,cluster,MemoryBist_P1,me_group_u0_me_u1_me_mc_u0_me_context_u0_me_key_ram_u0_ppu_me_key_ram_1r1w_129x161_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST30_NON_REPAIR_BitSlice_82_controller_inst
6520,cluster,MemoryBist_P1,me_group_u0_me_u1_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST31_NON_REPAIR_BitSlice_128_controller_inst
6521,cluster,MemoryBist_P1,me_group_u0_me_u1_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST33_NON_REPAIR_BitSlice_64_controller_inst
6522,cluster,MemoryBist_P1,me_group_u0_me_u2_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST34_NON_REPAIR_BitSlice_122_controller_inst
6523,cluster,MemoryBist_P1,me_group_u0_me_u2_me_mc_u0_me_context_u0_me_key_ram_u0_ppu_me_key_ram_1r1w_129x161_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST35_NON_REPAIR_BitSlice_82_controller_inst
6524,cluster,MemoryBist_P1,me_group_u0_me_u2_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST36_NON_REPAIR_BitSlice_128_controller_inst
6525,cluster,MemoryBist_P1,me_group_u0_me_u2_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST37_REPAIR_BISR_controller_inst
6526,cluster,MemoryBist_P1,me_group_u0_me_u2_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST38_NON_REPAIR_BitSlice_64_controller_inst
6527,cluster,MemoryBist_P1,me_group_u0_me_u3_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST39_NON_REPAIR_BitSlice_122_controller_inst
6528,cluster,MemoryBist_P1,me_group_u0_me_u3_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST40_NON_REPAIR_BitSlice_122_controller_inst
6529,cluster,MemoryBist_P1,me_group_u0_me_u3_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST42_NON_REPAIR_BitSlice_128_controller_inst
6530,cluster,MemoryBist_P1,me_group_u0_me_u3_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST43_REPAIR_BISR_controller_inst
6531,cluster,MemoryBist_P1,me_group_u0_me_u3_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST44_NON_REPAIR_BitSlice_64_controller_inst
6532,cluster,MemoryBist_P1,me_group_u1_cluster_gate_tessent_mbist_me_core_clk_MBIST50_NON_REPAIR_BitSlice_82_controller_inst
6533,cluster,MemoryBist_P1,me_group_u1_me_u0_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST45_NON_REPAIR_BitSlice_122_controller_inst
6534,cluster,MemoryBist_P1,me_group_u1_me_u0_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST46_NON_REPAIR_BitSlice_128_controller_inst
6535,cluster,MemoryBist_P1,me_group_u1_me_u0_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_ppu_me_rf_ram_1r1w_320x64_wrapper_u1_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST47_REPAIR_BISR_controller_inst
6536,cluster,MemoryBist_P1,me_group_u1_me_u0_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST48_NON_REPAIR_BitSlice_64_controller_inst
6537,cluster,MemoryBist_P1,me_group_u1_me_u1_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST49_NON_REPAIR_BitSlice_122_controller_inst
6538,cluster,MemoryBist_P1,me_group_u1_me_u1_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST51_NON_REPAIR_BitSlice_128_controller_inst
6539,cluster,MemoryBist_P1,me_group_u1_me_u1_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST52_REPAIR_BISR_controller_inst
6540,cluster,MemoryBist_P1,me_group_u1_me_u1_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST53_NON_REPAIR_BitSlice_64_controller_inst
6541,cluster,MemoryBist_P1,me_group_u1_me_u2_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST54_NON_REPAIR_BitSlice_122_controller_inst
6542,cluster,MemoryBist_P1,me_group_u1_me_u2_me_mc_u0_me_context_u0_me_pkt_ram_u0_ppu_me_pkt_ram_1r1w_192x128_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST55_NON_REPAIR_BitSlice_128_controller_inst
6543,cluster,MemoryBist_P1,me_group_u1_me_u2_me_mc_u0_me_context_u0_me_pkt_ram_u0_ppu_me_pkt_ram_1r1w_192x128_wrapper_u1_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST56_NON_REPAIR_BitSlice_128_controller_inst
6544,cluster,MemoryBist_P1,me_group_u1_me_u2_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST57_REPAIR_BISR_controller_inst
6545,cluster,MemoryBist_P1,me_group_u1_me_u2_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST58_NON_REPAIR_BitSlice_64_controller_inst
6546,cluster,MemoryBist_P1,me_group_u1_me_u3_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST59_NON_REPAIR_BitSlice_122_controller_inst
6547,cluster,MemoryBist_P1,me_group_u1_me_u3_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST60_NON_REPAIR_BitSlice_128_controller_inst
6548,cluster,MemoryBist_P1,me_group_u1_me_u3_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST61_REPAIR_BISR_controller_inst
6549,cluster,MemoryBist_P1,me_group_u1_me_u3_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST62_NON_REPAIR_BitSlice_64_controller_inst
6550,cluster,MemoryBist_P1,me_group_u2_cluster_gate_tessent_mbist_me_core_clk_MBIST64_NON_REPAIR_BitSlice_82_controller_inst
6551,cluster,MemoryBist_P1,me_group_u2_cluster_gate_tessent_mbist_me_core_clk_MBIST68_NON_REPAIR_BitSlice_122_controller_inst
6552,cluster,MemoryBist_P1,me_group_u2_me_u0_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST63_NON_REPAIR_BitSlice_122_controller_inst
6553,cluster,MemoryBist_P1,me_group_u2_me_u0_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST65_NON_REPAIR_BitSlice_128_controller_inst
6554,cluster,MemoryBist_P1,me_group_u2_me_u0_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST66_REPAIR_BISR_controller_inst
6555,cluster,MemoryBist_P1,me_group_u2_me_u0_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST67_NON_REPAIR_BitSlice_64_controller_inst
6556,cluster,MemoryBist_P1,me_group_u2_me_u1_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST70_NON_REPAIR_BitSlice_128_controller_inst
6557,cluster,MemoryBist_P1,me_group_u2_me_u1_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST72_NON_REPAIR_BitSlice_64_controller_inst
6558,cluster,MemoryBist_P1,me_group_u2_me_u2_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST73_NON_REPAIR_BitSlice_122_controller_inst
6559,cluster,MemoryBist_P1,me_group_u2_me_u2_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST74_NON_REPAIR_BitSlice_128_controller_inst
6560,cluster,MemoryBist_P1,me_group_u2_me_u2_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST75_REPAIR_BISR_controller_inst
6561,cluster,MemoryBist_P1,me_group_u2_me_u2_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST76_NON_REPAIR_BitSlice_64_controller_inst
6562,cluster,MemoryBist_P1,me_group_u2_me_u3_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST77_NON_REPAIR_BitSlice_122_controller_inst
6563,cluster,MemoryBist_P1,me_group_u2_me_u3_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST78_NON_REPAIR_BitSlice_128_controller_inst
6564,cluster,MemoryBist_P1,me_group_u2_me_u3_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST80_NON_REPAIR_BitSlice_64_controller_inst
6565,cluster,MemoryBist_P1,me_group_u3_cluster_gate_tessent_mbist_me_core_clk_MBIST82_NON_REPAIR_BitSlice_82_controller_inst
6566,cluster,MemoryBist_P1,me_group_u3_cluster_gate_tessent_mbist_me_core_clk_MBIST86_NON_REPAIR_BitSlice_82_controller_inst
6567,cluster,MemoryBist_P1,me_group_u3_me_u0_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST81_NON_REPAIR_BitSlice_122_controller_inst
6568,cluster,MemoryBist_P1,me_group_u3_me_u0_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST83_NON_REPAIR_BitSlice_128_controller_inst
6569,cluster,MemoryBist_P1,me_group_u3_me_u0_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST84_NON_REPAIR_BitSlice_64_controller_inst
6570,cluster,MemoryBist_P1,me_group_u3_me_u1_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST85_NON_REPAIR_BitSlice_122_controller_inst
6571,cluster,MemoryBist_P1,me_group_u3_me_u1_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST87_NON_REPAIR_BitSlice_128_controller_inst
6572,cluster,MemoryBist_P1,me_group_u3_me_u1_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST88_REPAIR_BISR_controller_inst
6573,cluster,MemoryBist_P1,me_group_u3_me_u1_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST89_NON_REPAIR_BitSlice_64_controller_inst
6574,cluster,MemoryBist_P1,me_group_u3_me_u2_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST90_NON_REPAIR_BitSlice_122_controller_inst
6575,cluster,MemoryBist_P1,me_group_u3_me_u2_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST91_NON_REPAIR_BitSlice_128_controller_inst
6576,cluster,MemoryBist_P1,me_group_u3_me_u2_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_ppu_me_rf_ram_1r1w_320x64_wrapper_u1_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST92_REPAIR_BISR_controller_inst
6577,cluster,MemoryBist_P1,me_group_u3_me_u2_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST93_NON_REPAIR_BitSlice_64_controller_inst
6578,cluster,MemoryBist_P1,me_group_u3_me_u3_me_cache_u0_ppu_me_cache_ram_1rw_128x487_wrapper_u0_ues_gmem_1rw_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST94_NON_REPAIR_BitSlice_122_controller_inst
6579,cluster,MemoryBist_P1,me_group_u3_me_u3_me_mc_u0_me_context_u0_me_pkt_ram_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST95_NON_REPAIR_BitSlice_128_controller_inst
6580,cluster,MemoryBist_P1,me_group_u3_me_u3_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_me_rf_ram_u0_me_rf_1w2r_320x64_wrapper_u0_cluster_gate_tessent_mbist_me_core_clk_MBIST96_REPAIR_BISR_controller_inst
6581,cluster,MemoryBist_P1,me_group_u3_me_u3_me_mc_u0_me_context_u0_me_rf_u0_me_rfram_generic_u0_ppu_me_rsp_ram_1r1w_160x64_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST97_NON_REPAIR_BitSlice_64_controller_inst
6582,cluster,MemoryBist_P1,mex_cnt_u0_mex_cnt_ex_u0_ppu_mex_cnt_ex_ram_1r1w_224x48_wrapper_u0_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST98_NON_REPAIR_BitSlice_48_controller_inst
6583,cluster,MemoryBist_ParallelRetentionTest_P1,.
6584,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_gate_tessent_mbist_me_core_clk_MBIST29_NON_REPAIR_BitSlice_82_controller_inst
6585,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_gate_tessent_mbist_me_core_clk_MBIST32_REPAIR_BISR_controller_inst
6586,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_gate_tessent_mbist_me_core_clk_MBIST41_NON_REPAIR_BitSlice_82_controller_inst
6587,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_gate_tessent_mbist_me_core_clk_MBIST69_NON_REPAIR_BitSlice_82_controller_inst
6588,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_gate_tessent_mbist_me_core_clk_MBIST71_REPAIR_BISR_controller_inst
6589,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_gate_tessent_mbist_me_core_clk_MBIST79_REPAIR_BISR_controller_inst
6590,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_mex_u0_cluster_mex_key_send_u0_cluster_key_send_to_ese_u0_key_send_to_se_u0_ppu_ese_key_afifo_16x665_wrapper_u0_ppu_ese_key_ram_1r1w_16x665_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST1_NON_REPAIR_BitSlice_134_controller_inst
6591,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_mex_u0_cluster_mex_key_send_u0_cluster_key_send_to_ese_u0_key_send_to_se_u0_ppu_ese_key_afifo_16x665_wrapper_u0_ppu_ese_key_ram_1r1w_16x665_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST2_NON_REPAIR_BitSlice_134_controller_inst
6592,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_mex_u0_cluster_mex_key_send_u0_cluster_key_send_to_ese_u0_key_send_to_se_u0_ppu_ese_key_out_fwft_fifo_32x664_wrapper_u0_ppu_ese_key_out_fifo_32x664_wrapper_ppu_ese_key_out_ram_1r1w_32x664_wrapper_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_sys_clk_MBIST3_NON_REPAIR_BitSlice_134_controller_inst
6593,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_mex_u0_cluster_mex_key_send_u0_cluster_key_send_to_ese_u0_key_send_to_se_u0_ppu_ese_key_out_fwft_fifo_32x664_wrapper_u0_ppu_ese_key_out_fifo_32x664_wrapper_ppu_ese_key_out_ram_1r1w_32x664_wrapper_ues_gmem_1r1w_1clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_sys_clk_MBIST4_NON_REPAIR_BitSlice_134_controller_inst
6594,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_mex_u0_cluster_mex_key_send_u0_cluster_key_send_to_srh0_u0_key_send_to_srh0_u0_ppu_srh0_key_afifo_16x54_wrapper_u0_ppu_srh0_key_ram_1r1w_16x54_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST5_NON_REPAIR_BitSlice_56_controller_inst
6595,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_mex_u0_cluster_mex_key_send_u0_cluster_key_send_to_srh1_u0_key_send_to_srh1_u0_ppu_srh1_key_afifo_16x109_wrapper_u0_ppu_srh1_key_ram_1r1w_16x109_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST6_NON_REPAIR_BitSlice_110_controller_inst
6596,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_mex_u0_cluster_mf_in_u0_ppu_cluster_mf_in_afifo_32x2048_wrapper_u0_ppu_cluster_mf_in_ram_1r1w_32x2048_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST10_NON_REPAIR_BitSlice_160_controller_inst
6597,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_mex_u0_cluster_mf_in_u0_ppu_cluster_mf_in_afifo_32x2048_wrapper_u0_ppu_cluster_mf_in_ram_1r1w_32x2048_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST7_NON_REPAIR_BitSlice_160_controller_inst
6598,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_mex_u0_cluster_mf_in_u0_ppu_cluster_mf_in_afifo_32x2048_wrapper_u0_ppu_cluster_mf_in_ram_1r1w_32x2048_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST8_NON_REPAIR_BitSlice_160_controller_inst
6599,cluster,MemoryBist_ParallelRetentionTest_P1,cluster_mex_u0_cluster_mf_in_u0_ppu_cluster_mf_in_afifo_32x2048_wrapper_u0_ppu_cluster_mf_in_ram_1r1w_32x2048_wrapper_ues_gmem_1r1w_2clk_mem_wrapper_gmem_cluster_gate_tessent_mbist_me_core_clk_MBIST9_NON_REPAIR_BitSlice_160_controller_inst
